"","GTEX.117XS.0526.SM.5987Q","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11GSO.0626.SM.5A5LW","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.132NY.1026.SM.5P9IY","GTEX.13O21.2226.SM.5MR3L","GTEX.13O3P.0726.SM.5J2OM","GTEX.R55E.0826.SM.2TC5M","GTEX.TKQ1.0126.SM.33HB3","GTEX.WOFL.0726.SM.3MJG4","GTEX.WYBS.1926.SM.3NM8N","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZLWG.0526.SM.4WWFB","GTEX.ZPCL.0126.SM.4WWC8","GTEX.ZZ64.0126.SM.5GZXA"
"ENSG00000166106",766,818,1180,2905,4074,2683,3172,1036,1509,2318,1523,847,5690,2184,2731,4200,567,5435,4140,5170
"ENSG00000255155",0,2,1,4,0,3,1,2,5,6,3,2,3,2,3,3,1,0,3,4
"ENSG00000236616",6,1,13,27,7,15,25,21,21,20,14,4,14,4,15,55,3,24,18,35
"ENSG00000175728",1,0,8,3,4,0,2,0,2,0,0,0,2,7,0,0,0,2,2,3
"ENSG00000255352",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0
"ENSG00000254842",4,1,2,0,1,4,2,3,3,7,4,0,11,0,10,1,4,4,0,3
"ENSG00000255455",474,1087,758,1014,870,1278,1248,1650,1258,1064,736,1192,3138,1346,1066,1314,694,1187,794,1265
"ENSG00000120451",2953,6372,5829,7911,4281,5538,8376,6179,5833,7711,3921,7066,15451,7712,5939,7132,3276,7565,5806,8284
"ENSG00000242673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000221516",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227125",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237612",0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0
"ENSG00000231698",1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000182667",299,290,218,103,53,21,60,169,244,36,169,89,56,205,87,53,480,62,41,70
"ENSG00000252351",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000271624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238117",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224700",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000238262",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183715",55,522,16,22,13,28,62,30,26,26,16,53,18,80,47,4,91,14,8,16
"ENSG00000252703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255371",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254896",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238504",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255258",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000166118",5,0,6,0,13,2,0,6,5,8,0,0,0,0,0,4,0,2,4,1
"ENSG00000213153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264919",1,0,0,0,1,1,1,1,4,0,2,0,1,0,0,1,1,4,0,2
"ENSG00000080854",1348,762,545,589,489,513,597,1265,1630,892,1060,421,892,435,394,317,433,672,566,737
"ENSG00000255406",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000204241",38,46,112,19,38,14,29,64,63,36,25,24,20,52,42,8,67,28,16,9
"ENSG00000254648",21,18,73,9,24,8,11,34,44,28,11,22,12,26,40,19,10,18,16,11
"ENSG00000166086",2088,3930,3793,2884,763,1392,1344,3170,2398,2409,2507,3472,3352,4090,2429,1856,3916,2271,2473,2057
"ENSG00000254481",2,6,0,2,0,1,1,27,12,9,8,17,16,7,16,8,4,8,0,0
"ENSG00000151503",1238,1423,1897,1989,1460,1341,1233,2059,2057,1860,1303,1179,2140,1566,1985,1765,1045,1851,1764,1616
"ENSG00000254616",0,1,0,4,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
"ENSG00000255348",0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"ENSG00000151502",1951,2256,4715,3841,2661,2308,2196,3950,3125,3051,2152,2665,4199,3829,4063,4282,2285,3696,3347,2674
"ENSG00000151500",1531,2289,2931,2042,2295,2163,1598,3219,2672,2523,1655,1699,2996,2668,3672,2550,1504,2433,1903,2058
"ENSG00000151498",1996,3151,4843,5958,2272,4659,3013,5271,5375,6987,4358,1773,6237,4692,6866,6417,1685,5753,3791,6467
"ENSG00000166105",16,98,251,69,16,58,34,292,404,245,47,4,60,83,120,235,37,144,51,26
"ENSG00000254442",0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000149328",1408,2191,2103,2357,3321,3068,2011,4274,5371,4403,2852,3291,3982,2733,4152,3732,1816,4023,3027,2057
"ENSG00000109956",236,516,1548,374,812,772,835,1083,2588,2129,1400,601,963,870,1237,1679,612,999,986,964
"ENSG00000255545",18,28,26,13,52,32,58,69,95,59,52,13,28,83,49,42,24,37,36,33
"ENSG00000254573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255344",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000251226",6,94,301,14,275,66,53,220,21,12,85,66,31,6,183,280,40,249,113,60
"ENSG00000255327",26,8,20,8,47,49,10,50,50,32,14,18,18,12,10,137,41,138,14,20
"ENSG00000268936",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249054",6,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0
"ENSG00000238823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226210",997,1802,4320,1262,2457,1887,1509,3559,3764,2348,2921,1067,2888,2281,3028,1960,2637,999,1818,777
"ENSG00000256263",0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1
"ENSG00000268640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206114",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000120645",72,185,107,231,20,85,88,250,128,110,146,67,195,172,104,64,312,93,134,160
"ENSG00000256948",1,2,3,0,2,0,4,0,0,0,2,0,0,0,6,0,0,3,2,0
"ENSG00000249695",6,16,30,6,0,2,8,27,22,7,10,2,8,6,14,9,18,3,17,6
"ENSG00000256694",49,15,20,118,17,82,31,76,60,168,24,166,114,140,18,202,46,80,160,35
"ENSG00000256540",47,35,33,133,22,89,68,94,64,175,42,170,162,176,17,222,64,88,206,62
"ENSG00000111181",896,427,1586,1706,782,1308,796,693,1039,1066,2083,331,1807,1096,2266,3193,169,1349,1977,2008
"ENSG00000255671",16,4,5,18,1,7,6,3,4,11,24,0,17,7,0,19,1,13,4,11
"ENSG00000256577",111,37,109,73,106,107,88,95,107,45,159,22,67,114,176,273,11,64,58,100
"ENSG00000010379",233,217,501,503,358,586,426,510,785,569,778,325,792,700,679,1084,156,606,771,805
"ENSG00000255746",3,0,6,2,0,3,1,1,7,1,4,1,2,0,6,0,0,3,3,3
"ENSG00000261799",244,353,1132,767,518,854,608,880,625,696,735,519,1191,366,625,1152,385,909,744,737
"ENSG00000073614",1880,2724,3065,4394,2502,3495,2966,3275,2906,3787,3363,2323,5490,2894,3171,2619,2240,3887,2914,4019
"ENSG00000120647",321,386,434,578,588,386,246,616,415,473,314,283,761,381,456,499,331,510,408,260
"ENSG00000139044",274,641,1020,789,785,551,300,1060,773,439,706,311,735,629,688,708,419,615,783,324
"ENSG00000171840",152,94,70,168,16,67,67,170,65,123,75,143,153,185,56,179,255,189,114,171
"ENSG00000256020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000238370",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177406",629,586,621,688,1098,665,587,1501,960,799,509,566,1027,817,1200,1279,698,1236,883,939
"ENSG00000256672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000060237",6925,8224,12378,11563,8263,7863,7091,9562,8259,9362,9235,7571,13424,9216,11532,8669,7667,11533,9320,10801
"ENSG00000221439",0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,1,0,0,0
"ENSG00000002016",1157,1158,3725,1296,834,825,1063,2339,2380,1755,1632,1008,1415,2087,1370,1995,1246,930,1249,762
"ENSG00000250132",120,126,63,156,106,136,106,222,193,167,102,97,199,117,158,149,174,144,128,168
"ENSG00000082805",2550,3416,2581,4824,4164,3148,2850,3595,3330,4190,2596,4128,5846,3327,4934,4666,2760,5207,4186,4797
"ENSG00000265997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249028",0,2,0,2,0,6,1,2,0,1,2,1,2,2,0,7,3,4,1,0
"ENSG00000267285",0,1,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"ENSG00000249628",1,0,10,24,0,11,0,3,8,2,4,4,14,24,4,29,2,8,7,15
"ENSG00000111186",249,443,186,198,35,147,152,476,103,237,117,182,109,181,156,354,272,167,172,355
"ENSG00000171823",592,770,1525,791,828,571,593,1140,634,657,619,858,523,462,764,743,598,973,919,790
"ENSG00000266043",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000006831",4249,5081,5112,7506,5459,6416,3774,5672,5449,5926,6327,5068,9746,5884,7990,8259,3588,7210,5811,6564
"ENSG00000271500",2,4,0,6,4,0,2,0,2,4,8,1,8,15,17,3,1,11,2,3
"ENSG00000243663",9,8,7,7,12,4,2,7,9,6,11,9,5,17,16,14,5,12,2,10
"ENSG00000151062",189,363,109,401,135,195,140,409,278,447,97,260,469,258,224,372,205,221,201,300
"ENSG00000166159",0,10,4,2,2,2,7,32,16,6,2,10,2,4,2,0,0,3,2,0
"ENSG00000256706",0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000235049",4,49,0,0,0,6,0,31,48,9,2,25,5,4,4,6,37,0,0,0
"ENSG00000151065",332,701,762,999,1037,777,751,1071,856,940,546,812,1454,792,1136,1238,757,1073,1060,895
"ENSG00000151067",536,981,645,697,211,224,546,941,734,682,839,369,620,1968,652,477,884,429,500,586
"ENSG00000203593",1,2,0,0,2,0,0,3,2,2,0,0,0,2,1,2,0,2,5,0
"ENSG00000256837",0,4,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0
"ENSG00000256257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000256025",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000256721",0,2,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000256769",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000203648",0,0,0,0,0,0,0,0,2,0,1,0,0,2,6,0,0,0,1,0
"ENSG00000256271",12,19,14,19,12,15,14,50,14,6,14,14,27,26,26,15,22,7,12,3
"ENSG00000246627",22,17,15,16,4,3,16,38,35,15,26,10,20,43,8,9,15,11,9,13
"ENSG00000256150",2,2,2,5,2,2,0,7,1,2,2,0,4,2,1,4,3,0,2,2
"ENSG00000256902",4,6,9,7,3,7,3,4,6,13,9,0,8,5,5,4,0,4,5,6
"ENSG00000255669",7,4,2,3,0,6,1,3,2,3,1,1,4,1,4,4,4,2,5,0
"ENSG00000224438",1,0,0,0,0,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0
"ENSG00000256030",17,7,26,10,12,3,5,14,22,12,21,5,9,11,12,15,12,13,3,3
"ENSG00000004478",3335,4400,47186,5445,4197,5435,3301,5559,6693,5592,7420,6122,6410,6051,7782,8016,3299,6438,5716,4029
"ENSG00000258092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000258325",5,3,12,4,4,3,4,13,15,2,3,7,7,4,8,17,3,6,5,4
"ENSG00000111203",2097,2668,1698,3730,2864,1847,2227,4364,4050,3690,1670,2001,4410,2297,4030,4840,1942,4129,2844,2715
"ENSG00000053702",626,837,707,800,400,460,704,1160,1260,871,398,620,984,927,560,756,1048,833,479,611
"ENSG00000206044",58,59,37,109,41,71,37,104,96,88,29,19,102,57,31,16,23,52,49,39
"ENSG00000111206",168,90,454,272,62,126,81,325,345,163,117,129,229,565,144,168,156,115,116,95
"ENSG00000222493",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"ENSG00000171792",481,786,801,649,1186,782,722,1045,947,807,569,760,1382,658,1306,1014,706,1121,640,871
"ENSG00000078246",1763,1854,3307,2668,1784,1824,1413,2169,2461,2165,3026,1517,3134,2571,2841,3086,2044,2197,1876,2214
"ENSG00000238689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197905",985,952,2435,2263,2632,1422,1064,1702,2051,1945,2025,989,2914,2330,2122,3059,720,1945,2114,2076
"ENSG00000250899",157,210,553,1063,576,636,432,448,388,561,458,283,1365,529,344,519,163,708,568,746
"ENSG00000234589",7,8,12,23,22,11,4,25,8,4,18,24,14,8,13,14,7,31,11,8
"ENSG00000011105",2413,4076,3470,4614,2687,3204,2392,4586,4303,3170,4992,5608,6273,5069,4214,4465,3299,4605,4057,3874
"ENSG00000256197",0,2,1,0,0,0,0,0,0,2,0,0,0,6,0,0,1,1,0,0
"ENSG00000227081",210,104,282,142,218,70,62,257,113,99,229,463,327,229,302,217,134,128,103,99
"ENSG00000250770",1,13,1,4,2,2,15,20,15,4,4,2,6,0,2,9,0,2,2,6
"ENSG00000236908",4,14,79,14,4,5,28,34,38,44,14,6,15,5,14,36,5,19,16,21
"ENSG00000257048",0,2,8,0,0,0,0,2,4,2,2,2,0,0,2,10,4,0,0,0
"ENSG00000111218",0,6,32,11,4,12,17,12,9,20,6,5,7,5,12,38,4,18,14,12
"ENSG00000256691",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000130038",80,222,360,303,70,77,178,320,201,270,146,83,411,251,300,316,271,248,179,251
"ENSG00000196138",0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000111224",599,802,983,938,745,611,575,1131,1214,1022,759,527,1693,808,993,1097,761,1126,837,818
"ENSG00000118976",0,2,7,6,7,4,6,3,6,1,10,2,6,1,7,6,2,5,2,4
"ENSG00000256862",2,1,0,7,0,6,6,8,6,3,5,0,7,1,10,2,2,0,0,2
"ENSG00000256969",5,6,0,2,0,4,0,6,5,0,0,15,1,1,2,2,3,0,8,4
"ENSG00000256356",5,8,22,5,0,2,6,3,1,1,15,2,10,2,9,7,9,9,0,5
"ENSG00000242444",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000256164",75,64,196,48,83,67,33,93,111,45,49,58,77,85,95,147,66,59,66,69
"ENSG00000255920",31,21,52,23,42,15,9,50,76,28,16,7,27,8,23,13,8,13,22,8
"ENSG00000118971",6608,6800,8321,7528,4713,6597,4929,6071,8425,8145,7417,5861,12354,7495,9640,10526,4547,8040,5749,8048
"ENSG00000078237",247,280,238,508,118,270,241,191,408,323,154,125,587,501,406,732,113,506,446,268
"ENSG00000213970",1,1,1,2,5,5,0,2,1,0,5,0,2,5,13,7,0,5,1,1
"ENSG00000118972",2,0,0,0,0,0,1,0,5,0,1,0,4,9,0,0,6,4,3,2
"ENSG00000111241",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000047621",421,783,1428,951,779,637,541,1149,1079,884,748,631,1521,1164,780,1094,695,1056,950,781
"ENSG00000111247",48,59,57,86,52,39,44,106,81,60,32,58,87,123,40,106,37,75,65,48
"ENSG00000010219",476,899,1492,985,1195,718,651,1126,1396,1054,685,773,1242,948,1034,1479,633,984,1044,894
"ENSG00000256748",0,4,0,2,4,2,0,0,0,0,0,0,4,0,6,0,0,1,2,1
"ENSG00000111254",29,65,167,55,119,60,107,183,97,219,60,158,42,28,58,114,126,125,130,98
"ENSG00000256799",0,1,0,2,0,0,0,0,4,1,0,0,2,0,0,2,0,3,1,0
"ENSG00000256381",0,4,5,0,2,0,0,8,5,3,5,1,1,0,2,4,3,0,6,1
"ENSG00000139180",1354,2885,1117,3321,1486,1952,2141,2433,2963,3226,1281,1526,4672,2299,2969,4900,1332,4318,3442,2900
"ENSG00000255474",4,0,36,14,2,5,5,12,3,2,1,5,3,4,4,11,2,5,1,5
"ENSG00000130035",9,12,24,28,6,13,4,7,19,14,11,13,14,12,6,2,12,5,10,13
"ENSG00000256988",0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151079",24,54,26,14,0,5,7,18,6,9,8,31,18,55,10,0,88,21,4,8
"ENSG00000255608",0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0
"ENSG00000111262",263,56,53,8,44,80,227,436,142,164,339,101,184,207,14,59,128,186,10,34
"ENSG00000256790",34,15,47,0,9,4,38,110,18,38,104,7,42,17,6,9,17,20,0,4
"ENSG00000256654",73,33,101,0,31,22,67,180,43,34,169,24,50,71,12,18,41,40,1,13
"ENSG00000255996",0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"ENSG00000130037",260,588,50,93,47,109,240,189,150,44,56,149,84,164,96,97,447,73,114,104
"ENSG00000256115",0,0,0,0,1,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0
"ENSG00000256417",0,0,2,24,0,0,0,0,0,0,13,0,6,0,0,0,0,12,0,0
"ENSG00000256146",0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000256218",0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
"ENSG00000255983",0,0,0,10,0,0,0,0,0,0,2,0,51,22,0,5,0,43,0,0
"ENSG00000185652",93,294,39,61,21,26,57,65,33,37,39,65,40,186,48,34,174,48,37,94
"ENSG00000047617",129,341,836,253,274,185,136,356,364,149,296,122,311,970,579,420,318,245,204,199
"ENSG00000255973",2,5,13,0,0,0,0,1,5,0,2,0,0,6,0,0,0,0,0,0
"ENSG00000110799",7989,34784,8126,37908,17825,29779,18961,32170,25377,19355,22518,21817,28670,64225,14931,20127,17856,31569,25712,22617
"ENSG00000240533",0,2,0,0,0,0,0,0,1,0,1,0,0,0,3,0,1,0,0,0
"ENSG00000255775",4,3,0,6,6,3,2,7,5,9,0,0,7,3,4,0,3,2,0,0
"ENSG00000010278",20179,24967,13146,20230,15657,12715,11059,20728,21052,16469,15176,14954,26196,11173,30631,24136,16354,21826,17378,21650
"ENSG00000202318",12,6,3,11,0,1,4,6,2,7,7,2,9,5,6,0,13,3,1,4
"ENSG00000256103",0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,2,2,1,2,0
"ENSG00000008323",385,315,452,681,708,809,369,479,484,322,522,399,885,303,978,741,237,596,473,491
"ENSG00000067182",7514,8546,12954,18258,9313,10557,7283,9476,9031,11004,11966,5784,18955,15447,14266,12309,6494,18447,14995,16786
"ENSG00000265388",0,0,0,5,3,0,1,0,1,0,4,0,2,0,0,0,0,0,0,2
"ENSG00000111319",11883,8840,2678,31119,17885,16276,15166,9795,17196,29727,16948,6615,39471,13372,29253,47725,3038,25565,24848,16865
"ENSG00000111321",6725,5409,4919,10942,8849,6243,4767,7105,7268,6808,5910,5560,11744,9064,11052,9370,3443,8937,9626,7999
"ENSG00000256433",167,83,161,219,127,202,163,127,180,169,245,84,266,273,171,407,78,168,152,161
"ENSG00000213942",10,10,6,15,6,16,3,11,10,16,22,5,13,14,10,6,2,10,6,9
"ENSG00000224906",0,0,5,1,0,1,0,0,3,1,2,6,3,0,1,0,2,2,1,2
"ENSG00000215039",1696,1817,3258,1401,2105,919,947,2622,2772,2225,2384,1192,1986,2236,3119,1795,1701,1863,1099,838
"ENSG00000139193",96,228,299,211,162,91,443,850,443,435,145,96,345,64,160,555,247,191,164,96
"ENSG00000139192",2473,4027,1591,2424,3110,1908,2353,4081,4171,2994,2103,2507,3439,2380,5675,3167,2086,2954,3827,2841
"ENSG00000139190",2920,3856,5588,3930,3215,2401,2217,8969,6607,4653,3356,2448,8044,6019,4968,4644,2250,3546,1899,2127
"ENSG00000256913",3,5,6,7,1,13,7,6,9,2,4,6,11,5,1,4,2,1,0,5
"ENSG00000111639",1603,2735,3607,2777,2374,2211,1955,2627,2849,2976,1533,2218,4078,3338,4807,4938,1728,3912,3294,2721
"ENSG00000010292",1822,1795,3512,3048,3022,2422,1654,3721,2721,2488,2165,2708,4442,2819,3185,3123,1712,3605,3458,2394
"ENSG00000239002",2,5,13,6,2,5,3,0,21,8,13,14,72,5,4,19,2,5,3,2
"ENSG00000255966",6,9,3,11,8,4,5,11,16,13,2,3,15,7,32,19,8,8,14,12
"ENSG00000111640",22758,46455,15508,53181,19979,19305,21634,29065,39921,39869,20517,22474,64380,55529,73561,79100,19700,65290,51842,41748
"ENSG00000010295",1070,2184,2108,1966,286,960,1095,3532,2310,1629,1309,1722,2023,3354,1850,1232,2698,1502,1375,1212
"ENSG00000245667",1,5,14,6,0,0,2,5,0,7,4,0,5,4,2,2,2,0,2,1
"ENSG00000111641",1363,2563,4883,4835,1413,3541,2553,2916,3216,2919,2306,2115,6843,4120,2959,3473,1648,3466,2647,2848
"ENSG00000111642",11157,13763,12509,19677,15562,22127,12308,15781,14508,16075,11457,14352,31884,14604,23630,16690,8695,19316,15688,18493
"ENSG00000247853",35,46,37,78,21,28,47,38,31,59,40,24,77,28,51,53,38,46,38,33
"ENSG00000251898",0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0
"ENSG00000184574",29,218,310,254,69,95,282,377,290,533,51,119,251,111,112,296,60,260,131,429
"ENSG00000111644",265,368,1636,475,170,333,371,700,819,768,565,368,533,309,368,923,189,586,319,522
"ENSG00000111653",1841,2023,3497,3130,3208,2383,1948,4032,3557,3149,3307,2211,3886,4337,4264,4324,1836,3001,3097,2673
"ENSG00000219410",42,35,64,123,19,71,35,47,84,79,83,17,119,87,68,25,37,8,32,37
"ENSG00000126746",2687,4237,5346,7070,4298,4379,4213,6014,6131,4952,4879,2875,8006,4718,5575,5752,2692,5336,4489,5062
"ENSG00000139200",53,44,68,268,75,62,123,110,82,168,85,479,100,72,69,34,126,132,198,65
"ENSG00000252186",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270068",0,0,0,1,1,2,0,2,4,2,1,2,2,0,0,4,2,0,4,1
"ENSG00000111652",2631,4217,2625,4825,3916,2923,2854,4732,4553,4484,2132,3143,6198,3832,5443,5916,2682,5486,4447,4240
"ENSG00000269892",43,38,177,68,29,102,36,81,46,27,33,105,124,34,44,82,27,27,56,44
"ENSG00000089693",7020,9889,8290,11788,9296,8518,7130,10437,10537,9388,7303,8238,13484,9191,14307,16898,5371,12910,10907,9676
"ENSG00000159335",13162,14123,23364,18283,11704,8320,7416,15996,10444,10864,9628,17494,17674,17452,20248,19661,10619,19006,15631,15102
"ENSG00000089692",92,95,231,68,20,48,45,517,139,80,43,50,130,109,134,74,303,55,59,52
"ENSG00000244532",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000010610",692,1254,1580,1766,211,532,623,3042,1210,1433,632,1604,884,1677,295,1032,643,1660,1708,618
"ENSG00000250510",160,215,682,186,84,283,159,284,232,253,632,336,567,224,226,219,371,244,239,268
"ENSG00000110811",1621,2265,2091,2769,1686,1373,1108,2810,2184,2272,2659,2259,2095,3277,2956,2194,1969,2386,1694,2331
"ENSG00000111664",292,270,1636,412,217,400,199,723,482,453,1003,286,325,1086,327,463,325,266,181,342
"ENSG00000111665",305,290,694,463,140,284,167,501,410,385,863,208,267,1042,394,497,273,192,206,304
"ENSG00000111667",2356,4076,2622,6524,3763,3614,3842,4979,4715,5268,2246,3514,7223,4249,6280,6145,2197,6636,6052,5014
"ENSG00000111669",10421,16898,7730,24394,12854,12133,12437,15563,16598,17048,10576,13016,29694,18814,29019,27836,8717,26151,20237,18155
"ENSG00000111671",428,576,662,869,1137,866,853,686,971,819,383,383,1245,493,1830,1602,308,1209,1420,1198
"ENSG00000240370",86,122,142,225,169,153,115,206,98,158,83,225,283,126,285,209,98,214,218,213
"ENSG00000248593",372,420,462,498,549,433,308,528,404,457,303,487,852,321,1012,1089,340,745,558,620
"ENSG00000010626",700,586,694,514,719,652,472,998,951,461,443,678,797,464,833,662,536,742,704,502
"ENSG00000111674",5275,5495,9825,5193,3390,3434,3335,8721,7580,5839,7666,4086,9668,8015,9697,5686,4533,4940,3471,4233
"ENSG00000111676",30219,34727,41475,72563,32788,35781,34822,43619,33873,58368,74434,29130,85397,61204,58249,70803,31138,63002,43837,43288
"ENSG00000111678",1596,2136,2406,2474,2123,1589,1331,2937,1801,1879,1750,2461,2274,2641,4182,3095,2130,2716,2493,1908
"ENSG00000272173",14,32,128,50,49,42,56,60,48,26,40,34,96,56,43,60,25,42,46,32
"ENSG00000111679",1425,1683,1905,2354,1629,1108,1345,5623,2807,2205,1152,1680,2430,1538,2918,2524,1630,2708,2079,1395
"ENSG00000126749",828,988,654,1529,838,1039,905,1193,1432,1599,916,630,2834,1288,1314,2188,760,1980,1385,1488
"ENSG00000207713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207708",0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"ENSG00000257084",137,307,160,260,353,212,109,262,422,275,169,127,278,314,657,401,87,340,151,285
"ENSG00000271969",21,22,25,16,13,3,5,20,21,16,32,8,11,25,23,27,5,2,14,12
"ENSG00000215021",5835,7105,8346,10589,9402,8175,6373,11257,7045,8275,6435,8757,13538,8851,14662,10890,5580,11007,9208,8753
