"","GTEX.111VG.0526.SM.5N9BW","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11NV4.0626.SM.5N9BR","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.13NZ9.1126.SM.5MR37","GTEX.14ABY.0926.SM.5Q5DY","GTEX.14AS3.0226.SM.5Q5B6","GTEX.14BMU.0226.SM.5S2QA","GTEX.PLZ4.1226.SM.2I5FE","GTEX.R55E.0826.SM.2TC5M","GTEX.R55G.0726.SM.2TC6J","GTEX.TKQ1.0126.SM.33HB3","GTEX.YFC4.2626.SM.5P9FQ","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZYY3.1926.SM.5GZXS"
"ENSG00000144815",1193,1441,875,1698,2194,1055,989,1212,1545,1688,894,1769,1388,1034,525,2313,3266,1742,987,1148
"ENSG00000144802",7145,2419,3836,4329,6831,4997,5641,5878,4395,2191,2011,4050,6028,944,1238,16869,6886,6170,2472,3239
"ENSG00000214407",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202177",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000241280",0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,4,0,0,0
"ENSG00000170044",0,1,2,1,4,14,0,2,4,0,0,4,6,9,2,8,2,0,0,2
"ENSG00000241754",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201065",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000201922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236691",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265328",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243635",0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,3,0,0,2
"ENSG00000170017",2311,4426,5909,6573,4144,9109,5160,6339,5501,7676,8200,3900,13996,5747,1227,11422,5263,10391,3953,2916
"ENSG00000114423",2938,2377,3562,3868,3025,2496,3009,3309,3596,3729,2357,3214,4180,1498,1277,6406,5024,3437,2576,5271
"ENSG00000244652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000200610",1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
"ENSG00000200361",0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1
"ENSG00000242759",117,97,42,51,89,65,51,116,81,183,56,28,129,69,6,111,97,105,74,88
"ENSG00000239997",0,0,0,2,0,0,1,0,2,0,5,2,1,0,2,0,2,2,0,0
"ENSG00000241787",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240034",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250630",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239586",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000240796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239455",2,0,2,0,0,3,2,0,0,2,0,0,2,1,1,2,0,0,0,2
"ENSG00000243701",860,578,309,337,448,125,217,715,555,570,337,176,547,421,76,368,492,417,409,420
"ENSG00000239828",32,20,24,20,18,3,11,14,26,10,26,9,25,7,6,13,24,10,9,7
"ENSG00000241218",88,34,307,10,19,6,0,21,48,26,109,11,77,40,3,8,72,16,37,22
"ENSG00000272597",34,4,108,3,17,0,1,7,12,18,24,2,32,17,0,0,18,6,7,14
"ENSG00000220989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000138483",8,4,7,1,17,0,3,2,6,4,2,2,3,6,2,10,10,2,10,3
"ENSG00000273125",4,5,17,0,7,10,11,17,3,20,11,3,18,9,0,9,13,25,33,14
"ENSG00000114439",2931,4055,5719,4052,3767,3645,2901,4548,5071,6564,4032,3327,8067,3640,1132,6575,6830,4633,3470,3073
"ENSG00000241469",0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"ENSG00000240423",2,55,3,6,22,2,1,8,25,34,12,4,3,16,2,14,12,5,21,3
"ENSG00000196776",8948,7700,5737,7049,10543,6128,4322,11402,7688,8876,8571,6751,12535,5100,2761,11592,16865,7879,5283,5225
"ENSG00000271856",62,5,5,11,1208,6,2,347,463,51,109,229,10,6,183,5,2627,0,22,230
"ENSG00000114446",1908,3313,3428,3438,2770,3125,2711,3313,2804,4726,2131,2516,3782,2809,721,6356,3611,5410,1877,2046
"ENSG00000114455",2,6,8,2,63,2,0,20,10,6,6,4,4,4,4,2,83,0,6,6
"ENSG00000221724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243188",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"ENSG00000144821",47,44,22,4,90,55,12,53,48,58,2,57,6,29,15,2,57,4,49,52
"ENSG00000241634",9,18,5,16,26,13,18,24,16,4,11,33,10,9,1,28,58,3,14,14
"ENSG00000163507",197,205,77,188,456,188,107,271,155,195,83,202,116,99,82,270,779,141,136,120
"ENSG00000202379",0,2,0,0,6,1,0,0,0,0,0,0,1,0,0,1,0,3,1,1
"ENSG00000198919",1903,2219,4115,1283,2680,1621,1543,3178,2783,2999,2369,1445,4179,1137,468,2516,4916,2294,1906,1433
"ENSG00000241777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163519",141,81,70,10,467,12,20,144,224,139,126,138,27,2,71,16,848,0,206,221
"ENSG00000138472",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000114487",0,0,2,0,0,0,2,0,3,0,0,15,0,0,4,2,0,0,0,0
"ENSG00000221633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241224",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261364",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214381",0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
"ENSG00000252889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239288",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000163530",0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2
"ENSG00000121570",2,0,2,9,36,2,0,6,24,12,8,12,0,10,4,0,53,2,2,0
"ENSG00000241257",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244561",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230618",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228980",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ENSG00000244196",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0
"ENSG00000252541",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265956",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000271249",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000214380",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243945",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244722",1,0,5,2,0,0,1,1,0,0,0,0,2,3,0,4,1,1,2,0
"ENSG00000201426",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206532",17,6,0,5,28,20,3,17,2,27,12,2,10,13,0,11,22,6,19,8
"ENSG00000242242",24,20,8,13,19,26,22,47,19,40,31,8,50,16,2,29,29,26,21,16
"ENSG00000177707",635,1143,1507,1858,988,1920,1448,1292,1336,2496,1055,1344,1891,1232,278,2894,855,3134,952,570
"ENSG00000153283",1069,263,686,289,1990,184,244,1159,1260,611,697,1195,477,256,420,434,4271,344,831,1134
"ENSG00000239311",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000244142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240787",2,0,3,5,13,6,1,5,7,4,5,0,2,0,3,1,21,1,3,3
"ENSG00000177494",2673,1275,8653,4785,1726,2552,2967,5255,5910,5084,5303,5152,8111,2456,457,4019,5175,14834,1653,2657
"ENSG00000244720",19,10,23,8,49,5,1,35,47,8,16,41,12,3,18,7,92,9,8,20
"ENSG00000240891",53,25,53,37,54,14,35,31,59,16,22,40,27,10,13,32,94,15,13,22
"ENSG00000240766",0,3,1,0,7,0,0,0,2,1,0,0,4,0,0,1,0,1,0,3
"ENSG00000144824",3910,3781,2239,2991,1593,1342,1612,2615,3500,2722,2235,955,3213,1562,541,2449,2224,1148,3470,3357
"ENSG00000144827",1710,1542,2144,2172,1995,1382,1422,1884,1995,2591,1809,1407,1509,1274,390,2673,2817,4149,1285,1404
"ENSG00000144834",12,9,13,6,10,4,9,14,8,21,15,6,20,9,16,5,12,29,18,9
"ENSG00000239439",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176040",13,25,8,8,8,2,0,17,0,3,2,8,8,5,0,2,4,2,2,20
"ENSG00000114529",1405,5877,877,1534,1532,757,700,1707,845,1547,601,882,1149,926,183,2079,1785,1147,376,1778
"ENSG00000207940",16,2,0,2,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0
"ENSG00000174500",235,798,241,469,1056,161,181,348,457,340,216,326,176,177,338,738,2064,295,112,348
"ENSG00000261488",729,2862,617,807,917,387,271,717,354,722,328,238,690,414,80,969,814,635,238,914
"ENSG00000172139",90,202,31,71,95,38,23,81,19,31,26,21,30,13,15,56,68,37,7,30
"ENSG00000244144",2,18,1,2,8,5,0,9,3,4,0,5,2,2,0,0,2,4,0,0
"ENSG00000239482",12,51,3,8,37,0,4,23,2,7,8,10,7,2,0,7,9,2,2,9
"ENSG00000091972",4448,2704,1497,1305,2633,1084,1119,4246,3608,2940,1841,1162,1495,2290,578,3086,5047,1680,2960,2100
"ENSG00000243081",2,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0
"ENSG00000186265",99,14,56,16,678,16,22,257,492,60,146,482,16,15,277,31,1606,12,42,347
"ENSG00000242525",1,1,2,2,1,0,0,1,0,0,0,6,0,1,2,2,1,4,0,0
"ENSG00000144848",1666,2615,2237,2830,2382,2505,2104,2524,2286,3401,1475,2074,2560,1870,533,4821,3117,4017,1577,2053
"ENSG00000138459",1790,2289,1986,2686,1738,1450,1709,2682,2392,3354,1763,1739,2486,1806,498,2955,2736,4059,1797,1657
"ENSG00000272761",2176,7490,1952,3555,1673,734,1146,1936,4094,6356,1330,1305,4081,6725,1332,7568,2738,1581,9186,4193
"ENSG00000091986",6030,19042,7672,9381,4802,2095,3943,7189,12350,15606,4063,4702,15257,14316,3569,16477,8047,6737,24174,10652
"ENSG00000242308",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ENSG00000240893",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206531",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
"ENSG00000163606",228,70,234,97,413,12,60,256,372,147,153,86,60,33,36,18,930,24,401,140
"ENSG00000272844",10,16,28,26,19,10,7,29,14,21,18,9,13,9,8,10,43,34,9,13
"ENSG00000163607",352,404,525,629,446,426,402,597,580,569,510,374,606,321,140,797,805,746,385,508
"ENSG00000163608",2307,2274,2462,3742,3192,3000,2364,3354,3417,3589,2612,2114,3061,2104,863,6208,4750,4112,2103,2356
"ENSG00000240057",6,17,6,11,9,8,0,11,20,5,10,17,25,5,7,16,47,5,4,16
"ENSG00000243483",0,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0
"ENSG00000241219",0,0,1,2,2,0,2,2,2,3,6,0,2,0,1,2,2,0,2,4
"ENSG00000238593",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253076",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243795",30,40,28,41,68,4,15,60,49,47,11,17,7,3,12,59,70,26,11,39
"ENSG00000144857",3341,4906,5653,4952,2678,2654,2407,6845,6664,4327,4036,3202,6067,4892,1098,5114,3800,3634,4727,4382
"ENSG00000206530",2049,1677,4117,1710,2125,1588,1587,3200,3094,1644,3311,1596,2492,1283,677,4325,4724,2164,1444,1380
"ENSG00000240751",37,9,28,8,20,8,15,6,21,24,14,8,23,7,2,21,38,5,5,7
"ENSG00000243849",1,0,1,0,5,0,1,1,1,3,0,1,1,0,0,1,1,2,4,0
"ENSG00000163611",1169,1500,1227,1346,1388,986,844,1706,1701,1557,1774,1127,1729,710,389,2116,2108,1379,1001,987
"ENSG00000072858",210,132,174,104,1204,44,109,543,893,143,242,658,92,52,315,101,1968,64,199,582
"ENSG00000239453",1,0,2,1,14,0,1,4,1,0,2,2,0,0,1,0,5,0,2,5
"ENSG00000265253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241529",4,3,2,2,4,2,0,0,2,1,0,5,0,0,1,0,0,1,3,4
"ENSG00000176542",1197,1292,1664,2007,1672,1467,1453,1851,2139,2590,1267,1610,2224,1251,473,2681,2666,1913,1308,1198
"ENSG00000121579",2570,4078,3840,4907,5028,4017,2816,3816,3858,5768,2722,3072,5337,3398,978,7684,6234,5548,3062,3764
"ENSG00000239280",2,5,1,4,10,3,9,0,5,6,0,5,0,0,4,9,3,2,6,2
"ENSG00000242659",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
"ENSG00000114573",2572,4190,2138,4911,3234,3336,2971,3632,2959,5823,1977,2837,3913,2602,900,7454,4041,8052,2061,3036
"ENSG00000178075",263,322,526,527,1019,435,293,1045,463,1036,1682,517,1605,281,176,615,1230,653,254,530
"ENSG00000240776",4,1,0,1,0,0,0,2,3,0,3,0,4,6,0,4,4,8,4,2
"ENSG00000241889",21,3,6,46,77,10,12,39,56,18,26,26,66,17,27,23,75,29,8,28
"ENSG00000240375",0,0,0,2,5,1,1,1,0,0,4,0,3,2,0,0,2,2,2,0
"ENSG00000273394",3,20,5,12,17,3,12,7,16,16,7,1,15,8,4,31,17,22,7,2
"ENSG00000184307",1661,2850,1798,2716,1906,1430,1601,2094,2434,1957,2250,1316,3580,886,462,4801,2639,3317,777,1586
"ENSG00000163617",1789,1489,1946,1351,1839,1423,1209,3102,1859,2135,2084,708,2746,1134,336,2512,3229,1653,1427,1396
"ENSG00000270880",5,3,1,6,1,11,11,13,12,4,2,0,0,3,3,23,9,6,5,0
"ENSG00000151576",895,1025,914,1641,1451,1034,1019,1633,1460,1391,946,911,1147,888,338,2593,2152,1711,641,788
"ENSG00000240912",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000151577",0,0,0,6,2,0,0,1,0,0,1,3,0,0,1,1,9,0,1,0
"ENSG00000241490",21,12,2,1,66,2,2,31,32,6,19,30,5,0,19,2,196,1,25,33
"ENSG00000240487",2,2,0,2,20,2,0,11,30,6,12,7,4,2,4,2,113,0,10,13
"ENSG00000174255",116,22,43,4,162,11,7,266,171,25,102,103,31,2,62,32,1100,0,179,114
"ENSG00000181847",676,145,202,22,1436,40,75,911,937,191,445,989,45,42,425,37,3964,28,516,805
"ENSG00000259976",3624,3288,5114,4565,3575,2948,2482,4320,4292,4264,3676,3063,6904,2575,856,6942,5653,7574,2683,2737
"ENSG00000207770",11,10,13,15,8,3,9,15,5,14,7,5,25,5,2,23,19,29,10,7
"ENSG00000181722",162,282,100,137,233,98,107,157,174,142,62,92,188,165,67,199,151,177,131,87
"ENSG00000241560",19,17,9,5,72,1,1,14,33,9,6,11,7,1,3,4,45,7,24,21
"ENSG00000242290",4,2,0,0,1,0,1,1,1,0,3,0,0,0,1,0,0,0,0,0
"ENSG00000241295",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264623",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239946",0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0
"ENSG00000240002",0,1,0,0,11,0,1,0,0,1,0,0,2,0,4,3,0,0,0,0
"ENSG00000242767",3,6,0,4,7,0,0,7,4,9,0,1,8,2,0,5,4,12,6,0
"ENSG00000242880",2,0,0,0,5,0,1,4,3,0,2,2,5,0,0,0,7,0,2,5
"ENSG00000244157",0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"ENSG00000172020",4,11,0,6,12,6,18,10,26,14,3,11,25,3,20,17,67,2,127,41
"ENSG00000241596",0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1
"ENSG00000185565",699,1026,430,446,690,204,243,542,539,319,266,496,538,591,234,687,1059,119,400,428
"ENSG00000243359",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000241156",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198406",4,4,10,24,4,12,9,4,8,10,2,4,38,32,3,52,10,20,6,3
"ENSG00000243197",0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0
"ENSG00000265433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242385",0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200372",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243014",1,8,5,4,0,4,0,2,3,1,2,1,3,5,2,7,3,2,0,2
"ENSG00000206889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239268",7,31,10,9,0,2,13,3,8,0,5,4,7,4,0,4,0,6,5,2
"ENSG00000240393",0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
"ENSG00000241213",0,13,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2
"ENSG00000242816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000243276",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000144847",93,81,61,34,65,25,35,67,47,64,82,28,36,14,8,57,34,95,43,88
"ENSG00000239877",2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3
"ENSG00000163424",0,0,4,0,4,1,0,0,0,2,4,2,0,0,0,0,4,0,0,4
"ENSG00000114638",2,0,0,4,4,3,4,2,0,0,0,0,2,0,0,3,2,3,2,0
"ENSG00000121578",1436,1570,1222,2060,1880,1693,1034,1583,1731,2006,1228,1206,1301,1066,467,2403,2461,2037,1094,1164
"ENSG00000240254",0,1,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000031081",3183,3084,3593,7196,2695,4278,3755,5643,5835,5734,2158,3955,3642,5539,1043,7439,4486,5434,3090,2639
"ENSG00000242829",6,5,1,3,8,5,5,8,8,5,5,0,5,1,1,3,6,7,3,6
"ENSG00000241155",11,36,24,27,41,30,18,28,28,28,12,22,24,7,6,38,22,14,11,21
"ENSG00000207310",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176142",1651,2631,2207,3110,2543,2213,1871,2863,3178,3033,1817,2376,1800,1703,679,3692,3540,3436,1835,1947
"ENSG00000163389",992,1151,1590,1318,1515,856,731,1255,1937,1288,1006,912,1019,687,416,1696,2785,1411,964,879
"ENSG00000272662",25,20,22,9,34,13,13,37,41,24,29,15,38,19,8,41,58,25,7,28
"ENSG00000113845",2088,3007,3063,2667,2439,2613,1964,3417,3595,4158,1996,2119,2631,2567,682,4194,4131,5095,2253,2602
